State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MD,66,776,483-4415,yes,yes,500,5.641679302336104,4,7.202552052643063,6.636089889522682,7,3.9678006321225783,6.3296153460597,200,3.0698631507238034,5.524035985979771,5,7.85998058293772,3,False.
MD,111,776,555-9027,yes,no,0,12.070282964717565,2,6.1981876486616505,7.029924636600974,2,10.425780371234632,2.863348802304841,150,6.061534986587478,4.410143685550433,7,8.607374369611803,3,True.
MD,45,776,661-5068,yes,no,0,3.4190523423467787,2,2.9033078638945184,1.1099583920624008,1,5.057285797108618,5.362804520260166,250,4.0438286963720325,5.319787631574574,8,0.3020715883281833,7,False.
MD,123,776,820-7552,no,no,0,12.573985967824715,4,8.211248038443784,5.906786020620009,2,8.598586462710859,3.7351202346565264,100,6.165352586671028,7.062127007007537,9,6.738276552024028,1,True.
MD,91,776,731-7502,no,yes,200,6.350131743438867,3,5.810624386940094,6.438147158873385,5,3.4978440480942266,4.745944987775974,250,6.939173269633491,4.982652629542981,7,0.8693607799228067,6,True.
MD,142,776,627-6032,yes,no,0,9.971918763668569,3,9.107337880806018,6.800819942919363,3,7.2164714625237725,1.9661746103745883,250,6.947061730244255,5.076136608190295,5,3.9519823341490032,6,True.
MD,33,776,586-1227,no,no,0,7.410702115006832,3,5.190672176740459,7.363617045232487,2,6.359844494552354,1.336106000821642,200,7.9372828728143325,5.825765856685708,5,2.399250843599799,9,True.
MD,150,776,372-8538,yes,yes,200,8.290126089866504,3,6.554131770791148,6.616617265029878,1,5.568986918095732,2.8766062742250824,200,7.28614249821038,6.260589855727989,7,1.8386164855052243,7,True.
MD,43,776,391-8394,yes,yes,700,5.741023614961217,1,7.930177603917979,5.99397355128404,5,3.430765956800387,6.102759379629692,350,2.4428342317321863,4.774318173106448,9,5.320951267843821,5,False.
MD,53,776,886-3301,yes,yes,500,5.935829978859209,2,5.091385055701919,8.384321082989075,0,5.4909343611401304,3.1916895521852053,300,5.185068605624785,4.672113994834262,5,6.790753531357501,6,True.
MD,161,776,328-5617,yes,yes,700,4.060106315589007,4,4.2407277036058435,6.097301232523375,1,5.028050354383712,3.5924159397996585,300,4.534648623518321,4.359685290224675,6,5.171116947492092,6,False.
MD,84,776,205-5537,no,yes,700,1.5016517026748317,7,2.5495965174888044,5.626059881410262,1,4.8095657718027125,0.3178646247053996,400,6.628430165472598,3.2481844228038943,5,2.1411711054933757,7,False.
MD,144,776,400-5187,yes,yes,200,10.026923948985877,4,6.869538581263157,6.811761342691227,1,6.877281982688682,3.5062339802426385,100,7.167887940804034,4.110792486611465,6,3.713233278074615,6,True.
MD,92,776,327-1802,yes,no,0,0.6025410064499974,6,4.267897678780158,5.282869321518564,6,1.5353187088787388,3.705067265648223,250,5.655108644065432,6.495464836590528,3,1.5049869955321626,8,True.
MD,57,776,347-2507,yes,no,0,4.213137911325863,3,4.028880809464665,1.1097720467487862,1,6.118158868979702,4.259965821580112,250,3.640986424873277,6.038656134197497,9,1.7527852384058682,6,False.
MD,168,776,243-5075,no,no,0,6.978070590247219,2,5.75243437863563,8.524455835205902,1,5.532397232357523,4.695915249666137,300,3.968038565890085,4.275828596080416,7,7.315093867251053,4,True.
MD,117,776,798-7345,no,yes,200,0.990852618833202,6,4.153295890917873,2.5336763096047967,6,3.614883076711727,2.8780306101069435,250,4.794351568567249,5.50481967431014,4,1.1241627542233812,6,False.
MD,19,776,619-7775,yes,no,0,5.516048816554235,5,3.9723596975923687,6.513508355676457,0,5.610095378811484,3.3650546430531207,200,5.764911094906237,5.796709334786639,5,5.870624246684263,6,True.
MD,109,776,185-9886,yes,no,0,0.4955994783094999,2,0.11768949759008507,0.6691604366360631,3,5.257855180294252,2.0016000004444843,250,4.494114559083151,3.6614366799351057,7,0.06111121810282505,9,False.
MD,113,776,550-3741,yes,yes,300,9.379577110596024,3,7.681912963133412,6.008759352633244,4,6.578047416107816,4.9646822775123844,200,5.596010876606977,7.2414244444249185,6,5.336534723544265,4,True.
MD,64,776,107-1287,yes,yes,700,2.755454692442875,5,1.1310803404614065,0.12709954232873422,3,7.346537828215403,2.1037081632533154,200,4.828860470203783,4.514405571766232,8,1.0513501384707435,10,False.
MD,131,776,730-8073,yes,no,0,1.7459379596823297,2,5.4169344824835255,4.977153674779219,6,1.88523476680326,4.103166069701967,250,3.2527983743506765,3.198147192622623,6,4.481734798350345,4,False.
MD,199,776,347-2904,yes,yes,400,2.746841768376173,2,4.886960728206947,4.381327949873987,4,3.2983638746295236,5.03705325471807,250,4.958099426812186,3.804407436188205,3,3.420015263716192,7,True.
MD,92,776,721-9516,no,yes,200,6.897526394163731,1,5.954500705948275,7.777363456174041,2,7.194259698259285,2.2942931336563905,150,5.183368616820169,4.273833463642717,2,8.13713810370389,7,True.
MD,146,776,755-1671,yes,yes,400,7.864143257406202,4,4.961323152212574,4.747691899429197,4,5.279758595465277,5.792722864283935,150,6.770373145069815,2.962792121578401,7,2.786182066031148,4,True.
MD,37,776,628-7127,no,no,0,13.948885513593453,5,9.750016599133128,5.671529902917912,6,8.349063970190207,5.041652973816157,100,6.776975301652585,2.4612597286800098,8,4.966149859901839,1,True.
MD,120,776,985-7206,no,no,0,1.2115052248748013,3,4.104481812759345,1.768536208212705,5,3.3688462270818453,3.661622060804445,350,4.0804024007389685,6.571870825305724,7,2.1062049587022664,4,False.
MD,181,776,435-2091,no,yes,400,3.3048452497564065,4,4.947410102822289,5.0997191856829245,3,3.6530337472159213,2.9792081945526605,250,6.6185082366503885,4.357293617216029,3,1.5589084219805611,9,True.
MD,106,776,570-6131,no,yes,100,11.510075659947233,2,8.90135456550888,8.33459707945514,5,6.725115526997678,4.049646804333318,250,6.728251213009571,4.5806170235759485,7,5.0266999133279,3,True.
MD,9,776,906-5369,no,yes,500,4.096893827133713,3,4.412475450353648,3.3757316991578183,5,2.8904660016647448,5.724485529567683,200,5.922667506805147,4.712291693331618,6,1.2025595662198612,6,True.
MD,195,776,617-8233,yes,yes,700,0.5357338621346059,2,3.4541431059263163,2.0688094007438487,2,3.177007327278,3.0504250951211915,350,3.0656463231337807,2.905261892634812,9,0.4904903952768036,7,False.
MD,59,776,508-6197,no,yes,400,1.5896478922559032,4,3.2511806822310945,3.3976359918786936,7,2.1914317557393206,2.6264946693540097,400,3.853405208301536,6.268760385526365,4,2.3940770968801393,5,False.
